Pid,Name,Family,Type,Status,Laddr.IP,Laddr.Port,Raddr.IP,Raddr.Port,Timestamp,FlowId,ClientId,Fqdn
4,System,IPv4,UDP,,172.21.128.1,138,,0,2025-08-19T18:29:14Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
4,System,IPv4,UDP,,192.168.1.34,138,,0,2025-08-23T15:12:52Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
4,System,IPv4,UDP,,192.168.73.1,138,,0,2025-08-23T15:12:10Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
4,System,IPv4,UDP,,192.168.202.1,138,,0,2025-08-23T15:12:10Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
4796,svchost.exe,IPv4,UDP,,0.0.0.0,500,,0,2025-08-17T15:06:50Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
6548,svchost.exe,IPv4,UDP,,127.0.0.1,1900,,0,2025-08-23T15:12:52Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
6548,svchost.exe,IPv4,UDP,,172.21.128.1,1900,,0,2025-08-23T15:12:52Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
6548,svchost.exe,IPv4,UDP,,192.168.1.34,1900,,0,2025-08-23T15:12:52Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
6548,svchost.exe,IPv4,UDP,,192.168.73.1,1900,,0,2025-08-23T15:12:52Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
6548,svchost.exe,IPv4,UDP,,192.168.202.1,1900,,0,2025-08-23T15:12:52Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
18536,svchost.exe,IPv4,UDP,,172.21.128.1,2177,,0,2025-08-19T18:29:11Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
18536,svchost.exe,IPv4,UDP,,192.168.1.34,2177,,0,2025-08-23T15:12:52Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
18536,svchost.exe,IPv4,UDP,,192.168.73.1,2177,,0,2025-08-23T15:12:10Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
18536,svchost.exe,IPv4,UDP,,192.168.202.1,2177,,0,2025-08-23T15:12:10Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
4796,svchost.exe,IPv4,UDP,,0.0.0.0,4500,,0,2025-08-17T15:06:50Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
6392,svchost.exe,IPv4,UDP,,0.0.0.0,5050,,0,2025-08-17T15:06:55Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
3092,svchost.exe,IPv4,UDP,,0.0.0.0,5353,,0,2025-08-23T15:12:53Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
4692,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2025-08-23T15:44:22Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
4692,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2025-08-23T15:44:22Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
22196,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2025-08-23T15:26:46Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
22196,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2025-08-23T15:26:46Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
22196,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2025-08-23T15:26:46Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
22196,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2025-08-23T15:26:46Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
4692,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2025-08-23T15:44:22Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
4692,chrome.exe,IPv4,UDP,,0.0.0.0,5353,,0,2025-08-23T15:44:22Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
3092,svchost.exe,IPv4,UDP,,0.0.0.0,5355,,0,2025-08-23T15:12:53Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
21668,Discord.exe,IPv4,UDP,,0.0.0.0,49652,,0,2025-08-23T16:27:29Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
4744,svchost.exe,IPv4,UDP,,0.0.0.0,56173,,0,2025-08-19T18:29:11Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
4744,svchost.exe,IPv4,UDP,,0.0.0.0,56174,,0,2025-08-19T18:29:11Z,F.D2KUO6M0IPL5Q.H,C.39f282f6e662a1cb,LAPTOP-K8OGF4C7
